net1,sta1,lat1,lon1,net2,sta2,lat2,lon2,4hrWnd,distance_km
II,MBAR,-0.602,30.738,YY,CASA,13.566,36.966,1342,1710.915
6A,WP09,-19.109,12.591,IU,LSZ,-15.278,28.188,6842,1711.64
ZP,CHAM,-10.95,31.069,IU,TSUM,-19.202,17.584,935,1711.899
ZP,GABZ,-12.171,26.367,IU,KMBO,-1.127,37.252,3938,1713.408
II,ABPO,-19.018,47.229,ZP,NJOM,-9.366,34.791,5181,1713.932
GE,SOCY,12.187,53.987,IU,FURI,8.895,38.68,11550,1714.102
6A,WP28,-17.808,12.33,IU,LSZ,-15.278,28.188,5841,1715.084
XJ,KEN1,-1.941,36.693,YY,CASA,13.566,36.966,1287,1715.219
IU,KMBO,-1.127,37.252,2H,AHME,14.089,40.278,4983,1715.576
II,ABPO,-19.018,47.229,AF,MOPA,-23.517,31.398,18975,1715.608
II,ABPO,-19.018,47.229,YQ,TOLA,-9.592,34.584,5126,1715.655
II,RAYN,23.522,45.503,YJ,GTFE,9.003,39.838,4433,1716.364
XJ,LN16,-2.621,36.465,G,ATD,11.53,42.847,6600,1716.991
IU,FURI,8.895,38.68,YH,CHAL,-6.64,38.367,3696,1718.234
II,MBAR,-0.602,30.738,ZF,KOBE,12.151,39.63,2596,1718.99
AF,HVD,-30.605,25.497,IU,LSZ,-15.278,28.188,17017,1719.521
II,ABPO,-19.018,47.229,AF,HARE,-17.704,31.009,2541,1719.788
II,MBAR,-0.602,30.738,ZK,AD02,11.349,40.688,4488,1719.984
ZP,MKRE,-4.282,30.424,IU,FURI,8.895,38.68,3861,1721.278
II,ABPO,-19.018,47.229,XK,Z09CG,-13.306,32.221,7513,1723.945
XA,SA12,-29.849,22.253,IU,LSZ,-15.278,28.188,2442,1724.321
II,ABPO,-19.018,47.229,YI,SCH,-10.176,34.032,1177,1724.456
XJ,KEN4,-1.784,36.054,IU,LSZ,-15.278,28.188,5357,1724.466
XJ,KEN2,-1.918,36.287,IU,LSZ,-15.278,28.188,5005,1724.654
IU,FURI,8.895,38.68,XW,LUSA,16.486,52.567,2321,1725.128
II,MBAR,-0.602,30.738,ZF,SEKE,12.622,39.033,6127,1725.773
6A,WP10,-18.752,12.369,IU,LSZ,-15.278,28.188,4477,1726.915
IU,FURI,8.895,38.68,XW,HATT,17.316,52.107,2354,1727.133
II,RAYN,23.522,45.503,YJ,CHAE,9.312,38.762,4213,1728.598
II,SUR,-32.38,20.812,XA,SA80,-19.959,31.318,3091,1728.854
IU,KMBO,-1.127,37.252,XW,MOKA,13.314,43.256,2233,1729.138
IU,KMBO,-1.127,37.252,2H,DALE,14.229,40.218,7227,1729.497
II,SUR,-32.38,20.812,6A,WP11,-18.078,13.885,5929,1730.055
II,SUR,-32.38,20.812,6A,WP10,-18.752,12.369,4477,1730.081
XJ,LN16,-2.621,36.465,YY,GOND,13.0,37.448,2013,1730.94
II,MBAR,-0.602,30.738,XK,W15SS,-15.682,34.975,7436,1731.632
II,MBAR,-0.602,30.738,ZK,AD03,11.422,40.766,4499,1731.653
II,MBAR,-0.602,30.738,ZE,MILE,11.424,40.765,4081,1731.75
II,RAYN,23.522,45.503,YJ,SENE,9.147,39.017,4378,1734.328
II,RAYN,23.522,45.503,YY,GUBA,11.271,35.289,5566,1735.034
II,RAYN,23.522,45.503,YJ,AREE,8.938,39.419,4433,1739.264
II,MBAR,-0.602,30.738,ZE,AWEE,12.067,40.072,4928,1739.949
XJ,LL66,-2.612,35.484,YY,GOND,13.0,37.448,2365,1740.123
II,SUR,-32.38,20.812,6A,WP26,-18.229,13.274,3960,1740.318
XV,MOCU,-16.86,36.83,IU,KMBO,-1.127,37.252,3069,1740.811
II,ABPO,-19.018,47.229,AF,CNG,-26.292,32.188,10725,1741.218
II,RAYN,23.522,45.503,YJ,MECE,8.594,40.324,4334,1741.847
II,SUR,-32.38,20.812,XA,SA78,-19.467,30.772,6655,1742.022
ZP,MGOR,-6.828,37.67,IU,FURI,8.895,38.68,3718,1742.282
II,MBAR,-0.602,30.738,XV,TETE,-16.13,33.57,3520,1745.378
XJ,KEN1,-1.941,36.693,IU,LSZ,-15.278,28.188,5467,1745.9
II,RAYN,23.522,45.503,YJ,NURE,8.731,39.796,4433,1746.232
TT,TATN,32.579,10.529,PM,PVAQ,37.404,-7.717,5511,1746.328
II,MBAR,-0.602,30.738,ZK,AD04,11.537,40.841,1518,1746.642
II,ABPO,-19.018,47.229,ZP,MAKA,-8.846,34.83,1892,1748.139
II,ABPO,-19.018,47.229,YQ,KIPE,-9.294,34.436,8514,1749.052
II,ABPO,-19.018,47.229,ZP,MAFI,-8.306,35.313,4169,1749.462
II,ABPO,-19.018,47.229,YQ,BAKO,-8.844,34.802,5115,1750.597
II,ABPO,-19.018,47.229,YI,AAIR,-9.955,33.896,726,1750.932
3D,MM07,30.258,-5.608,IU,KOWA,14.497,-4.014,6017,1753.009
II,MBAR,-0.602,30.738,AF,TEZI,-15.747,26.016,11517,1753.564
II,RAYN,23.522,45.503,YJ,BORE,8.746,39.554,4400,1753.83
XV,MMBE,-21.75,43.372,IU,LSZ,-15.278,28.188,7722,1754.623
II,ABPO,-19.018,47.229,XK,Z08MF,-13.255,31.931,7513,1755.027
II,MBAR,-0.602,30.738,ZE,HARE,11.607,40.884,3718,1755.578
II,MBAR,-0.602,30.738,ZE,FINE,12.068,40.316,6754,1756.163
II,MBAR,-0.602,30.738,2H,FINE,12.068,40.316,4180,1756.163
II,RAYN,23.522,45.503,XI,AAUS,9.035,38.767,2970,1756.471
II,RAYN,23.522,45.503,AF,AAUS,9.035,38.766,13167,1756.515
II,ABPO,-19.018,47.229,YQ,UKWA,-9.454,34.216,8800,1756.745
II,MBAR,-0.602,30.738,ZK,AD05,11.608,40.906,4488,1757.218
IU,KMBO,-1.127,37.252,XW,ADEN,12.776,44.982,8327,1758.759
YR,ABAY,12.605,54.323,IU,FURI,8.895,38.68,3267,1759.033
II,RAYN,23.522,45.503,YY,KIRE,9.957,36.869,6347,1759.603
IU,FURI,8.895,38.68,XW,SIMA,17.556,52.316,2343,1759.863
AF,TEBE,0.054,32.483,IU,LSZ,-15.278,28.188,21846,1760.305
II,ABPO,-19.018,47.229,ZP,IRIN,-7.762,35.686,4136,1762.905
XJ,LL66,-2.612,35.484,G,ATD,11.53,42.847,6292,1763.569
ZP,KASM,-10.217,31.14,IU,TSUM,-19.202,17.584,1298,1764.594
II,MBAR,-0.602,30.738,ZK,AD06,11.675,40.94,4488,1765.264
II,MBAR,-0.602,30.738,ZE,DAME,11.687,40.962,3223,1767.83
II,RAYN,23.522,45.503,YY,DEBR,10.635,35.662,4697,1767.846
ZP,SULU,-4.573,30.087,IU,FURI,8.895,38.68,5104,1768.489
II,MBAR,-0.602,30.738,ZF,MAYE,12.783,39.534,6116,1770.532
II,MBAR,-0.602,30.738,2H,MAYE,12.783,39.534,4279,1770.532
II,RAYN,23.522,45.503,YJ,DZEE,8.78,38.996,3487,1772.717
II,MBAR,-0.602,30.738,ZK,AD07,11.727,40.99,3608,1773.178
GE,GHAR,32.122,13.088,IU,PAB,39.545,-4.35,3245,1773.49
IU,PAB,39.545,-4.35,YF,GHAR,32.122,13.088,2486,1773.49
ZP,PIGI,0.231,32.319,IU,LSZ,-15.278,28.188,5346,1774.477
II,RAYN,23.522,45.503,IU,FURI,8.895,38.68,51051,1774.479
II,MBAR,-0.602,30.738,2H,LULE,11.989,40.704,5060,1775.548
II,MBAR,-0.602,30.738,ZE,DIGE,12.328,40.273,5621,1776.172
II,ABPO,-19.018,47.229,XK,Z07FW,-13.121,31.775,7447,1776.439
II,ABPO,-19.018,47.229,ZP,KYLA,-9.599,33.867,3509,1777.121
ZP,KISZ,-12.112,25.495,IU,KMBO,-1.127,37.252,2816,1777.846
ZP,FOPO,0.663,30.282,IU,LSZ,-15.278,28.188,4895,1778.057
II,ABPO,-19.018,47.229,YQ,MBHS,-9.431,33.985,7788,1778.24
XJ,LN16,-2.621,36.465,XV,DGOS,-12.282,49.361,1540,1778.451
II,RAYN,23.522,45.503,YJ,DONE,8.509,39.55,4433,1778.558
IU,KMBO,-1.127,37.252,XW,KHAW,13.808,43.254,2222,1779.494
II,SUR,-32.38,20.812,6A,WP13,-18.16,12.558,8085,1779.512
II,MBAR,-0.602,30.738,YZ,SEME,11.792,41.003,3135,1779.573
IU,FURI,8.895,38.68,YH,MANG,-7.198,38.773,4576,1779.623
II,MBAR,-0.602,30.738,XI,TEND,11.792,41.004,6809,1779.644
II,MBAR,-0.602,30.738,ZE,SEME,11.793,41.004,7073,1779.728
II,MBAR,-0.602,30.738,2H,SEME,11.793,41.004,4994,1779.728
II,ABPO,-19.018,47.229,YQ,MAKE,-9.265,34.097,8789,1780.002
II,MBAR,-0.602,30.738,ZK,AD08,11.776,41.029,4488,1780.06
IU,KMBO,-1.127,37.252,XW,HOTA,13.064,44.876,1430,1780.967
II,MBAR,-0.602,30.738,2H,IGRE,12.253,40.461,7898,1782.006
II,RAYN,23.522,45.503,XI,NAZA,8.568,39.291,2596,1782.512
8A,AIAI,-27.916,17.491,IU,LSZ,-15.278,28.188,2167,1782.539
II,MBAR,-0.602,30.738,ZK,AD09,11.817,41.05,4488,1784.997
3D,MM06,30.508,-6.066,IU,KOWA,14.497,-4.014,6017,1785.498
XJ,LL66,-2.612,35.484,AF,TEZI,-15.747,26.016,1089,1785.586
II,MBAR,-0.602,30.738,ZF,BOBE,10.38,42.572,2123,1786.725
XA,SA11,-29.965,20.947,IU,LSZ,-15.278,28.188,1034,1787.422
II,SUR,-32.38,20.812,6A,WP12,-17.865,13.028,6501,1787.764
ZP,BEND,0.581,31.392,IU,LSZ,-15.278,28.188,3553,1789.079
II,MBAR,-0.602,30.738,ZF,SMRE,13.198,39.211,3575,1789.926
II,ABPO,-19.018,47.229,YQ,GAWA,-8.765,34.386,5148,1790.874
XJ,LN16,-2.621,36.465,YY,CASA,13.566,36.966,1320,1791.001
II,MBAR,-0.602,30.738,2H,ASYE,11.561,41.442,5049,1791.866
II,MBAR,-0.602,30.738,ZF,ASYE,11.561,41.442,1727,1791.866
XA,SA10,-30.972,23.914,IU,LSZ,-15.278,28.188,781,1791.881
II,MBAR,-0.602,30.738,2H,TRUE,12.481,40.315,5676,1792.442
II,ABPO,-19.018,47.229,XK,Z06GL,-13.35,31.515,3685,1792.446
II,MBAR,-0.602,30.738,YZ,TERE,12.483,40.314,2673,1792.554
II,MBAR,-0.602,30.738,ZE,TRUE,12.484,40.316,3355,1792.773
IU,KMBO,-1.127,37.252,XW,DKUM,13.271,44.757,1914,1794.972
XJ,LN16,-2.621,36.465,XV,BANJ,-13.643,48.454,781,1796.105
II,MBAR,-0.602,30.738,ZK,AD11,11.742,41.296,3619,1796.246
XJ,LL66,-2.612,35.484,YY,CASA,13.566,36.966,1309,1796.622
II,MSEY,-4.674,55.479,YH,MTWA,-10.278,40.194,1903,1796.643
II,MBAR,-0.602,30.738,7C,ASE,11.004,42.104,4015,1797.09
AF,GRM,-33.313,26.508,IU,TSUM,-19.202,17.584,11726,1797.722
II,MBAR,-0.602,30.738,ZK,AD10,11.9,41.137,4477,1798.134
II,MSEY,-4.674,55.479,AF,MTVE,-10.25,40.167,2860,1798.432
II,MBAR,-0.602,30.738,ZE,SEHE,12.04,40.977,6094,1798.766
II,MBAR,-0.602,30.738,2H,SAHE,12.04,40.977,4752,1798.766
ZP,UVZA,-5.105,30.393,IU,FURI,8.895,38.68,3927,1800.718
II,SUR,-32.38,20.812,XV,MAPH,-22.25,35.08,6754,1800.773
3D,MM14,30.042,-9.169,IU,KOWA,14.497,-4.014,6028,1800.83
II,RAYN,23.522,45.503,YJ,ADUE,8.54,38.902,4433,1801.202
II,RAYN,23.522,45.503,YY,HARO,9.847,36.31,6336,1801.65
II,ABPO,-19.018,47.229,YQ,CRTR,-9.332,33.751,8305,1805.239
II,MBAR,-0.602,30.738,XB,CM03,3.519,15.034,2750,1805.664
II,RAYN,23.522,45.503,YJ,LEME,8.612,38.61,3311,1806.273
II,SUR,-32.38,20.812,6A,WP16,-17.334,13.838,5225,1808.297
3D,MM05,30.68,-6.39,IU,KOWA,14.497,-4.014,5313,1808.573
II,RAYN,23.522,45.503,XI,GUDE,8.966,37.765,2486,1809.548
II,MBAR,-0.602,30.738,ZE,BARE,12.644,40.356,2761,1809.556
3D,MM09,30.586,-7.201,IU,KOWA,14.497,-4.014,6017,1811.353
XA,SA09,-30.922,22.986,IU,LSZ,-15.278,28.188,1705,1811.925
ZP,MIKU,-7.404,36.99,IU,FURI,8.895,38.68,4554,1812.099
II,ABPO,-19.018,47.229,YQ,MATA,-8.959,33.969,8701,1812.241
II,MBAR,-0.602,30.738,7C,AIR,11.147,42.162,1661,1812.752
II,ABPO,-19.018,47.229,YQ,NKAL,-9.188,33.774,8547,1813.076
II,MBAR,-0.602,30.738,ZF,SRDE,11.958,41.31,5159,1815.274
II,MBAR,-0.602,30.738,ZK,AD13,11.958,41.31,4477,1815.274
AF,NBI,-1.274,36.804,IU,LSZ,-15.278,28.188,6886,1815.277
IU,LSZ,-15.278,28.188,IU,NAI,-1.274,36.804,2079,1815.277
GE,NAI,-1.274,36.804,IU,LSZ,-15.278,28.188,1661,1815.277
XJ,LN16,-2.621,36.465,XV,MAJA,-15.732,46.426,2431,1815.43
II,ABPO,-19.018,47.229,YQ,ISOK,-9.509,33.494,6138,1815.774
II,RAYN,23.522,45.503,YY,ASOS,10.901,34.564,3542,1815.915
XV,MARO,-20.133,44.552,IU,LSZ,-15.278,28.188,1804,1815.975
II,ABPO,-19.018,47.229,YQ,CHML,-8.826,34.028,8162,1816.599
II,ABPO,-19.018,47.229,ZP,CHIM,-8.826,34.028,3366,1816.599
II,RAYN,23.522,45.503,Y6,CHKA,8.257,39.221,1914,1817.385
II,RAYN,23.522,45.503,YJ,AMME,8.303,39.093,4048,1817.727
II,MBAR,-0.602,30.738,ZF,ADYE,13.635,38.981,6138,1818.221
3D,MM04,30.737,-6.63,IU,KOWA,14.497,-4.014,6006,1818.277
XV,DGOS,-12.282,49.361,IU,KMBO,-1.127,37.252,6292,1818.894
3D,MM10,30.53,-7.928,IU,KOWA,14.497,-4.014,6017,1820.183
II,MBAR,-0.602,30.738,YZ,BOSE,12.642,40.524,1452,1820.335
II,SUR,-32.38,20.812,6A,WP27,-17.434,13.274,4851,1820.863
XV,SENA,-17.445,35.032,IU,KMBO,-1.127,37.252,5500,1821.226
II,RAYN,23.522,45.503,Y6,JIMA,8.306,38.998,1584,1821.255
II,MBAR,-0.602,30.738,YZ,BOVE,12.657,40.521,792,1821.462
II,MBAR,-0.602,30.738,YZ,BOOE,12.675,40.523,715,1823.182
ZP,JNJA,0.446,33.182,IU,LSZ,-15.278,28.188,4554,1823.813
II,MBAR,-0.602,30.738,ZK,AD14,11.939,41.455,4499,1824.054
ZP,KGMA,-4.878,29.633,IU,FURI,8.895,38.68,7546,1824.22
II,MBAR,-0.602,30.738,ZE,BREE,12.17,41.188,5280,1824.525
II,RAYN,23.522,45.503,YJ,DIKE,8.063,39.557,4422,1824.661
II,MBAR,-0.602,30.738,ZE,BERE,12.171,41.189,891,1824.68
XV,KIRI,-20.068,44.66,IU,LSZ,-15.278,28.188,4708,1825.123
II,SUR,-32.38,20.812,6A,WP28,-17.808,12.33,5841,1825.129
II,MSEY,-4.674,55.479,YH,KIMA,-8.92,39.514,1617,1825.726
YR,AYDO,16.988,53.36,IU,FURI,8.895,38.68,2761,1825.783
II,RAYN,23.522,45.503,Y6,GEBI,8.219,39.106,1078,1825.863
IU,KMBO,-1.127,37.252,XW,ADBA,13.551,44.842,2288,1826.649
II,RAYN,23.522,45.503,Y6,ANOL,8.182,39.181,5577,1826.707
XZ,S11,16.823,53.47,IU,FURI,8.895,38.68,858,1827.867
II,RAYN,23.522,45.503,YY,SHER,10.594,34.786,6193,1827.927
II,MBAR,-0.602,30.738,7C,GOR,11.288,42.223,3465,1828.508
3D,MM12,30.405,-8.827,IU,KOWA,14.497,-4.014,6017,1829.352
II,MBAR,-0.602,30.738,ZF,DICE,11.914,41.574,6127,1830.557
II,ABPO,-19.018,47.229,AF,MSNA,-22.449,30.024,2145,1830.579
II,RAYN,23.522,45.503,Y6,JIRE,8.24,38.933,1958,1830.686
II,RAYN,23.522,45.503,Y6,ITTE,8.126,39.226,5841,1830.73
II,RAYN,23.522,45.503,Y6,TULL,8.181,39.058,5907,1831.698
XB,PM35,31.046,-3.996,IU,KOWA,14.497,-4.014,6072,1832.741
YR,HAYO,17.184,53.34,IU,FURI,8.895,38.68,2761,1834.03
II,RAYN,23.522,45.503,Y6,ULAR,8.143,39.078,5918,1834.815
II,ABPO,-19.018,47.229,AF,POGA,-27.346,31.707,19877,1834.924
II,RAYN,23.522,45.503,Y6,HURT,8.121,39.128,1914,1835.098
II,MBAR,-0.602,30.738,ZK,AD17,11.742,41.837,4499,1835.689
II,MBAR,-0.602,30.738,ZK,AD16,11.82,41.753,4499,1835.865
II,ABPO,-19.018,47.229,YQ,IGOM,-9.0,33.657,6864,1836.078
II,MBAR,-0.602,30.738,YZ,ABAE,13.353,39.763,3564,1836.77
II,MBAR,-0.602,30.738,2H,ABAE,13.354,39.764,9845,1836.923
II,MBAR,-0.602,30.738,ZF,ABAE,13.354,39.764,5731,1836.923
II,MSEY,-4.674,55.479,YH,INDI,-10.017,39.715,2992,1837.393
II,MBAR,-0.602,30.738,ZK,AD15,11.88,41.707,4510,1837.418
II,ABPO,-19.018,47.229,YQ,MZUN,-9.15,33.521,8371,1837.547
3D,MM03,30.878,-6.9,IU,KOWA,14.497,-4.014,6006,1837.944
II,MBAR,-0.602,30.738,2H,KOZE,12.495,40.985,8492,1838.313
IU,KMBO,-1.127,37.252,XW,DALA,13.735,44.736,748,1839.389
II,MBAR,-0.602,30.738,7C,ATA2,11.454,42.203,1166,1840.065
II,RAYN,23.522,45.503,YJ,ADEE,7.791,39.907,4004,1840.539
II,RAYN,23.522,45.503,Y6,GOND,8.042,39.195,5841,1840.628
XA,SA82,-30.977,22.247,IU,LSZ,-15.278,28.188,2508,1841.096
II,RAYN,23.522,45.503,Y6,ODAS,8.123,38.965,5676,1841.413
II,ABPO,-19.018,47.229,XK,Z06LW,-13.322,31.029,3542,1842.324
II,RAYN,23.522,45.503,YJ,WOLE,8.534,37.982,1353,1842.351
II,RAYN,23.522,45.503,YJ,MEKE,8.162,38.833,4433,1842.795
II,MSEY,-4.674,55.479,YH,MOHO,-8.143,39.183,2519,1842.815
XV,VINA,-18.177,45.225,IU,LSZ,-15.278,28.188,3993,1844.117
II,ABPO,-19.018,47.229,YQ,ILOM,-9.283,33.342,8261,1844.164
II,MBAR,-0.602,30.738,ZE,SILE,12.407,41.188,6314,1844.684
II,MBAR,-0.602,30.738,YZ,SILE,12.407,41.188,2607,1844.684
II,MBAR,-0.602,30.738,ZK,AD18,11.908,41.791,4510,1845.854
II,MBAR,-0.602,30.738,2H,HITE,13.101,40.317,4675,1847.893
3D,MM08,31.026,-6.492,IU,KOWA,14.497,-4.014,5962,1847.942
II,RAYN,23.522,45.503,Y6,OGOL,8.04,39.014,5335,1847.988
3D,MM11,30.646,-8.596,IU,KOWA,14.497,-4.014,6017,1848.825
IU,KMBO,-1.127,37.252,XW,KHLA,13.797,44.808,891,1849.057
XJ,LN16,-2.621,36.465,AF,TEZI,-15.747,26.016,1265,1849.395
II,ABPO,-19.018,47.229,ZP,ISOK,-10.171,32.646,3674,1849.473
II,ABPO,-19.018,47.229,YQ,ITUM,-9.4,33.188,5148,1849.907
II,RAYN,23.522,45.503,XI,SELA,7.973,39.132,3168,1850.228
II,RAYN,23.522,45.503,YJ,ASEE,7.973,39.132,1177,1850.228
YR,MDYO,17.465,53.358,IU,FURI,8.895,38.68,1628,1850.571
AF,EKNA,4.234,9.328,IU,KOWA,14.497,-4.014,6072,1852.022
II,RAYN,23.522,45.503,Y6,ASSE,7.937,39.129,4950,1854.066
XV,BANJ,-13.643,48.454,IU,KMBO,-1.127,37.252,2464,1854.492
II,MBAR,-0.602,30.738,XV,NAPU,-15.08,39.25,4994,1854.824
IU,LSZ,-15.278,28.188,IU,KMBO,-1.127,37.252,59521,1855.189
GE,KMBO,-1.127,37.252,IU,LSZ,-15.278,28.188,17512,1855.189
ZP,KMPZ,-13.457,25.834,IU,KMBO,-1.127,37.252,3212,1855.467
XJ,LN16,-2.621,36.465,XV,ANTS,-14.884,47.999,2398,1855.692
II,MBAR,-0.602,30.738,2H,GULE,13.694,39.588,4279,1858.121
II,ABPO,-19.018,47.229,YQ,ILIN,-9.082,33.333,8767,1858.481
II,MBAR,-0.602,30.738,7C,DAO,11.76,42.14,2134,1859.7
XB,PM34,31.291,-4.107,IU,KOWA,14.497,-4.014,6072,1859.928
YR,MUGO,16.901,53.774,IU,FURI,8.895,38.68,2761,1860.687
II,RAYN,23.522,45.503,YY,NEKE,9.089,36.524,6314,1861.657
II,RAYN,23.522,45.503,XI,NEKE,9.089,36.524,3608,1861.657
II,MBAR,-0.602,30.738,7C,KKO,11.519,42.422,2750,1861.945
II,ABPO,-19.018,47.229,YQ,JILO,-8.726,33.566,7469,1862.883
II,ABPO,-19.018,47.229,XK,Z05CS,-13.167,30.878,7513,1863.971
3D,MM13,30.539,-9.584,IU,KOWA,14.497,-4.014,6028,1865.787
II,SUR,-32.38,20.812,6A,WP15,-17.004,13.244,5951,1865.929
II,RAYN,23.522,45.503,Y6,BESH,7.896,38.928,5918,1866.271
II,RAYN,23.522,45.503,XI,BUTA,8.117,38.382,2101,1866.486
II,RAYN,23.522,45.503,YJ,BUTE,8.117,38.382,1276,1866.486
XJ,LL66,-2.612,35.484,XV,DGOS,-12.282,49.361,1188,1866.612
II,MBAR,-0.602,30.738,ZF,LYDE,12.055,41.926,5709,1867.777
II,MBAR,-0.602,30.738,ZK,AD19,12.055,41.926,3399,1867.777
II,MBAR,-0.602,30.738,ZE,RODE,12.842,40.983,5126,1868.27
II,MBAR,-0.602,30.738,2H,BIME,12.842,40.984,792,1868.337
II,ABPO,-19.018,47.229,ZP,MPIK,-11.821,31.452,3047,1869.799
II,MSEY,-4.674,55.479,YH,MANG,-7.198,38.773,3113,1870.516
1C,KIMU,-0.266,36.025,IU,LSZ,-15.278,28.188,2475,1870.689
XA,SA81,-30.925,21.268,IU,LSZ,-15.278,28.188,2222,1870.993
II,RAYN,23.522,45.503,Y6,SAGU,7.76,39.161,5841,1871.137
II,ABPO,-19.018,47.229,AF,MBEY,-9.0,33.25,17798,1871.25
II,ABPO,-19.018,47.229,YQ,MBEY,-9.0,33.25,6952,1871.25
IU,KMBO,-1.127,37.252,XW,DAMT,14.087,44.682,2354,1871.479
1C,MNP,-0.218,35.947,IU,LSZ,-15.278,28.188,4884,1871.49
YR,RAHO,17.056,53.807,IU,FURI,8.895,38.68,2805,1871.545
ZP,IRIN,-7.762,35.686,IU,FURI,8.895,38.68,4158,1871.667
II,MBAR,-0.602,30.738,7C,LDL2,11.584,42.499,3278,1872.965
II,MBAR,-0.602,30.738,7C,ODK2,11.597,42.486,2772,1872.988
XB,PM33A,31.414,-4.29,IU,KOWA,14.497,-4.014,3388,1873.753
II,MBAR,-0.602,30.738,7C,FIEA,11.589,42.507,3311,1873.972
II,MBAR,-0.602,30.738,7C,FIK2,11.592,42.511,4136,1874.515
1C,VWP,-0.259,36.093,IU,LSZ,-15.278,28.188,4554,1874.834
II,MBAR,-0.602,30.738,7C,BLS,11.591,42.518,1078,1874.974
II,ABPO,-19.018,47.229,ZP,SHWG,-11.192,31.74,2233,1875.052
II,RAYN,23.522,45.503,XI,WELK,8.295,37.782,1463,1875.623
XB,PM33,31.432,-4.243,IU,KOWA,14.497,-4.014,2695,1875.682
II,MBAR,-0.602,30.738,7C,MOY2,11.63,42.492,3993,1876.044
II,MBAR,-0.602,30.738,7C,DAF2,11.608,42.529,682,1877.154
XJ,LL66,-2.612,35.484,XV,BANJ,-13.643,48.454,759,1877.451
IU,LSZ,-15.278,28.188,XI,KITU,-1.373,38.002,814,1878.235
1C,TOR1,-0.178,36.007,IU,LSZ,-15.278,28.188,3619,1878.452
II,MBAR,-0.602,30.738,7C,DLM,11.615,42.549,3102,1879.24
II,RAYN,23.522,45.503,YY,MEND,9.787,35.112,3828,1879.255
II,SUR,-32.38,20.812,6A,WP14,-17.217,12.428,8063,1879.582
II,RAYN,23.522,45.503,Y6,GULA,7.845,38.726,5929,1879.723
II,RAYN,23.522,45.503,Y6,ADEP,7.773,38.884,1903,1880.708
1C,MCN1,-0.194,36.083,IU,LSZ,-15.278,28.188,4411,1880.718
II,RAYN,23.522,45.503,Y6,GALU,7.801,38.767,1595,1882.562
1C,RGO,-0.156,36.049,IU,LSZ,-15.278,28.188,5533,1882.738
1C,LWHS,-0.222,36.177,IU,LSZ,-15.278,28.188,5467,1882.764
II,RAYN,23.522,45.503,Y6,POWR,7.788,38.794,5621,1882.799
XJ,LL66,-2.612,35.484,XV,MAJA,-15.732,46.426,1606,1882.868
II,MBAR,-0.602,30.738,7C,NRAE,11.642,42.578,4147,1883.588
II,RAYN,23.522,45.503,YY,HDBU,9.376,35.651,1991,1884.268
II,RAYN,23.522,45.503,YY,GINR,7.13,40.715,4235,1884.788
IU,FURI,8.895,38.68,YH,MOHO,-8.143,39.183,4466,1884.93
XJ,LN16,-2.621,36.465,XV,BERG,-15.58,47.628,2431,1885.022
1C,DIGR,-0.096,35.985,IU,LSZ,-15.278,28.188,1639,1885.441
3D,MM02,31.232,-7.422,IU,KOWA,14.497,-4.014,4620,1885.718
ZP,PNDA,-6.352,31.061,IU,FURI,8.895,38.68,4554,1886.127
XJ,LN16,-2.621,36.465,XV,BAEL,-14.54,48.747,2420,1886.437
II,ABPO,-19.018,47.229,YQ,CHUN,-8.543,33.434,1958,1886.936
XV,LONA,-22.806,44.296,IU,LSZ,-15.278,28.188,7788,1887.292
II,SACV,14.97,-23.609,YF,CDLV,29.163,-13.444,1881,1887.344
II,ABPO,-19.018,47.229,AF,DODT,-6.186,35.748,25036,1887.801
1C,NDG,-0.106,36.059,IU,LSZ,-15.278,28.188,4422,1888.171
IU,KMBO,-1.127,37.252,XW,SUGH,14.797,43.443,2222,1888.592
1C,BHT,-0.144,36.157,IU,LSZ,-15.278,28.188,6028,1889.401
YR,AYNO,17.256,53.894,IU,FURI,8.895,38.68,2805,1889.884
II,RAYN,23.522,45.503,Y6,BEKO,7.542,39.259,5599,1890.014
1C,ANR,-0.182,36.245,IU,LSZ,-15.278,28.188,3476,1890.185
II,MBAR,-0.602,30.738,2H,ERTE,13.446,40.497,7689,1890.288
II,MBAR,-0.602,30.738,ZF,ERTE,13.446,40.497,1606,1890.288
XB,PM32,31.568,-4.191,IU,KOWA,14.497,-4.014,6072,1890.703
II,RAYN,23.522,45.503,Y6,HABU,7.737,38.726,5929,1890.812
II,RAYN,23.522,45.503,Y6,OHIT,7.716,38.758,3630,1891.665
II,MBAR,-0.602,30.738,2H,AFME,13.204,40.858,8360,1891.796
II,MBAR,-0.602,30.738,ZE,AFME,13.204,40.858,6589,1891.796
II,MBAR,-0.602,30.738,AF,HARE,-17.704,31.009,1793,1891.888
II,MBAR,-0.602,30.738,YZ,AFDE,13.207,40.857,1694,1891.996
1C,GSSH,-0.159,36.24,IU,LSZ,-15.278,28.188,3443,1892.182
1C,BLS,-0.114,36.16,IU,LSZ,-15.278,28.188,4213,1892.503
II,ABPO,-19.018,47.229,XK,Z04NN,-13.075,30.628,7425,1892.911
XZ,S02,17.126,53.996,IU,FURI,8.895,38.68,880,1892.99
ZP,MUFZ,-13.144,25.021,IU,KMBO,-1.127,37.252,3971,1893.31
II,ABPO,-19.018,47.229,ZP,TUND,-9.296,32.771,4488,1893.6
